-95	235	0
-71	235	0
-46	235	0
-22	235	0
2	235	0
26	235	0
51	235	0
75	235	0
-95	209	0
-71	209	0
-46	209	0
-22	209	0
2	209	0
26	209	0
51	209	0
75	209	0
-95	183	0
-71	183	0
-46	183	0
-22	183	0
2	183	0
26	183	0
51	183	0
75	183	0
-95	157	0
-71	157	0
-46	157	0
-22	157	0
2	157	0
26	157	0
51	157	0
75	157	0
-95	131	0
-71	131	0
-46	131	0
-22	131	0
2	131	0
26	131	0
51	131	0
75	131	0
-95	105	0
-71	105	0
-46	105	0
-22	105	0
2	105	0
26	105	0
51	105	0
75	105	0
